File Name,Size (KB),Type,Modified Time,Path
ror2-dlc1-moremissile_text_assets_all.bundle,7.26,.bundle,2025-05-14 15:15:07.395880,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-moremissile_text_assets_all.bundle
ror2-dlc1-movespeedonkill_bin_assets_all.bundle,192.12,.bundle,2025-05-14 15:15:09.628922,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-movespeedonkill_bin_assets_all.bundle
ror2-dlc1-movespeedonkill_text_assets_all.bundle,37.99,.bundle,2025-05-14 15:15:08.133996,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-movespeedonkill_text_assets_all.bundle
ror2-dlc1-multishopcard_bin_assets_all.bundle,92.16,.bundle,2025-05-14 15:15:09.074924,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-multishopcard_bin_assets_all.bundle
ror2-dlc1-multishopcard_text_assets_all.bundle,7.42,.bundle,2025-05-14 15:15:07.580312,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-multishopcard_text_assets_all.bundle
ror2-dlc1-mushroomvoid_bin_assets_all.bundle,199.42,.bundle,2025-05-14 15:15:09.652041,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-mushroomvoid_bin_assets_all.bundle
ror2-dlc1-mushroomvoid_text_assets_all.bundle,40.12,.bundle,2025-05-14 15:15:08.319638,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-mushroomvoid_text_assets_all.bundle
ror2-dlc1-optionpickup_bin_assets_all.bundle,26.07,.bundle,2025-05-14 15:15:08.173127,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-optionpickup_bin_assets_all.bundle
ror2-dlc1-optionpickup_text_assets_all.bundle,81.95,.bundle,2025-05-14 15:15:08.911901,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-optionpickup_text_assets_all.bundle
ror2-dlc1-orbonuse_bin_assets_all.bundle,54.46,.bundle,2025-05-14 15:15:08.379145,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-orbonuse_bin_assets_all.bundle
ror2-dlc1-orbonuse_text_assets_all.bundle,5.06,.bundle,2025-05-14 15:15:07.622312,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-orbonuse_text_assets_all.bundle
ror2-dlc1-outofcombatarmor_bin_assets_all.bundle,221.46,.bundle,2025-05-14 15:15:09.599922,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-outofcombatarmor_bin_assets_all.bundle
ror2-dlc1-outofcombatarmor_text_assets_all.bundle,40.25,.bundle,2025-05-14 15:15:08.331637,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-outofcombatarmor_text_assets_all.bundle
ror2-dlc1-permanentdebuffonhit_bin_assets_all.bundle,230.56,.bundle,2025-05-14 15:15:09.549922,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-permanentdebuffonhit_bin_assets_all.bundle
ror2-dlc1-permanentdebuffonhit_text_assets_all.bundle,40.72,.bundle,2025-05-14 15:15:08.474205,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-permanentdebuffonhit_text_assets_all.bundle
ror2-dlc1-portalvoid_bin_assets_all_012bb7c1a17ef1d4ab48493b315962bb.bundle,11.79,.bundle,2025-05-14 15:15:07.585311,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-portalvoid_bin_assets_all_012bb7c1a17ef1d4ab48493b315962bb.bundle
ror2-dlc1-portalvoid_text_assets_all.bundle,45.39,.bundle,2025-05-14 15:15:08.600286,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-portalvoid_text_assets_all.bundle
ror2-dlc1-primaryskillshuriken_bin_assets_all.bundle,69.1,.bundle,2025-05-14 15:15:08.537209,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-primaryskillshuriken_bin_assets_all.bundle
ror2-dlc1-primaryskillshuriken_text_assets_all.bundle,44.25,.bundle,2025-05-14 15:15:08.422147,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-primaryskillshuriken_text_assets_all.bundle
ror2-dlc1-railgunner_bin_assets_all.bundle,3916.76,.bundle,2025-05-14 15:15:20.178404,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-railgunner_bin_assets_all.bundle
ror2-dlc1-railgunner_text_assets_all.bundle,2729.29,.bundle,2025-05-14 15:15:19.999173,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-railgunner_text_assets_all.bundle
ror2-dlc1-randomequipmenttrigger_bin_assets_all.bundle,89.74,.bundle,2025-05-14 15:15:09.029411,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-randomequipmenttrigger_bin_assets_all.bundle
ror2-dlc1-randomequipmenttrigger_text_assets_all.bundle,37.22,.bundle,2025-05-14 15:15:08.050991,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-randomequipmenttrigger_text_assets_all.bundle
ror2-dlc1-randomlylunar_bin_assets_all.bundle,271.92,.bundle,2025-05-14 15:15:09.887030,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-randomlylunar_bin_assets_all.bundle
ror2-dlc1-randomlylunar_text_assets_all.bundle,12.16,.bundle,2025-05-14 15:15:07.751389,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-randomlylunar_text_assets_all.bundle
ror2-dlc1-regeneratingscrap_bin_assets_all.bundle,161.2,.bundle,2025-05-14 15:15:09.298863,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-regeneratingscrap_bin_assets_all.bundle
ror2-dlc1-regeneratingscrap_text_assets_all.bundle,54.4,.bundle,2025-05-14 15:15:08.375145,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-regeneratingscrap_text_assets_all.bundle
ror2-dlc1-scrapvoid_bin_assets_all.bundle,113.42,.bundle,2025-05-14 15:15:09.211436,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-scrapvoid_bin_assets_all.bundle
ror2-dlc1-scrapvoid_text_assets_all.bundle,12.16,.bundle,2025-05-14 15:15:07.770471,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-scrapvoid_text_assets_all.bundle
ror2-dlc1-slowonhitvoid_bin_assets_all.bundle,282.73,.bundle,2025-05-14 15:15:09.734041,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-slowonhitvoid_bin_assets_all.bundle
ror2-dlc1-slowonhitvoid_text_assets_all.bundle,11.14,.bundle,2025-05-14 15:15:07.748389,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-slowonhitvoid_text_assets_all.bundle
ror2-dlc1-snowyforest_bin_assets_all.bundle,13636.23,.bundle,2025-05-14 15:15:20.315426,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-snowyforest_bin_assets_all.bundle
ror2-dlc1-snowyforest_nodegraph_assets_all.bundle,155.74,.bundle,2025-05-14 15:15:09.441384,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-snowyforest_nodegraph_assets_all.bundle
ror2-dlc1-snowyforest_scenedef_assets_all.bundle,145.75,.bundle,2025-05-14 15:15:09.021412,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-snowyforest_scenedef_assets_all.bundle
ror2-dlc1-snowyforest_scenes_all.bundle,5004.97,.bundle,2025-05-14 15:15:21.019601,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-snowyforest_scenes_all.bundle
ror2-dlc1-snowyforest_text_assets_all.bundle,744.01,.bundle,2025-05-14 15:15:11.191549,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-snowyforest_text_assets_all.bundle
ror2-dlc1-strengthenburn_bin_assets_all.bundle,124.23,.bundle,2025-05-14 15:15:09.571923,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-strengthenburn_bin_assets_all.bundle
ror2-dlc1-strengthenburn_text_assets_all.bundle,38.71,.bundle,2025-05-14 15:15:08.368147,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-strengthenburn_text_assets_all.bundle
ror2-dlc1-sulfurpod_text_assets_all.bundle,44.37,.bundle,2025-05-14 15:15:08.378146,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-sulfurpod_text_assets_all.bundle
ror2-dlc1-sulfurpools_bin_assets_all.bundle,26216.02,.bundle,2025-05-14 15:15:21.374836,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-sulfurpools_bin_assets_all.bundle
ror2-dlc1-sulfurpools_nodegraph_assets_all.bundle,108.97,.bundle,2025-05-14 15:15:08.918899,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-sulfurpools_nodegraph_assets_all.bundle
ror2-dlc1-sulfurpools_scenedef_assets_all.bundle,145.74,.bundle,2025-05-14 15:15:09.385381,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-sulfurpools_scenedef_assets_all.bundle
ror2-dlc1-sulfurpools_scenes_all.bundle,6665.94,.bundle,2025-05-14 15:15:21.080651,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-sulfurpools_scenes_all.bundle
ror2-dlc1-sulfurpools_text_assets_all.bundle,819.89,.bundle,2025-05-14 15:15:11.284780,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-sulfurpools_text_assets_all.bundle
ror2-dlc1-title_bin_assets_all.bundle,207.07,.bundle,2025-05-14 15:15:09.695042,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-title_bin_assets_all.bundle
ror2-dlc1-treasurecachevoid_bin_assets_all.bundle,227.25,.bundle,2025-05-14 15:15:09.772275,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-treasurecachevoid_bin_assets_all.bundle
ror2-dlc1-treasurecachevoid_text_assets_all.bundle,59.02,.bundle,2025-05-14 15:15:08.612286,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-treasurecachevoid_text_assets_all.bundle
ror2-dlc1-ui_bin_assets_all.bundle,70.04,.bundle,2025-05-14 15:15:08.696509,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-ui_bin_assets_all.bundle
ror2-dlc1-ui_text_assets_all.bundle,12.65,.bundle,2025-05-14 15:15:07.779471,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-ui_text_assets_all.bundle
ror2-dlc1-vendingmachine_bin_assets_all.bundle,688.01,.bundle,2025-05-14 15:15:10.961227,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-vendingmachine_bin_assets_all.bundle
ror2-dlc1-vendingmachine_text_assets_all.bundle,87.45,.bundle,2025-05-14 15:15:08.987412,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-vendingmachine_text_assets_all.bundle
ror2-dlc1-vermin_bin_assets_all.bundle,441.14,.bundle,2025-05-14 15:15:10.157563,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-vermin_bin_assets_all.bundle
ror2-dlc1-vermin_text_assets_all.bundle,426.26,.bundle,2025-05-14 15:15:10.067051,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-vermin_text_assets_all.bundle
ror2-dlc1-voidbarnacle_bin_assets_all.bundle,1345.41,.bundle,2025-05-14 15:15:20.903094,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidbarnacle_bin_assets_all.bundle
ror2-dlc1-voidbarnacle_text_assets_all.bundle,903.52,.bundle,2025-05-14 15:15:11.860249,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidbarnacle_text_assets_all.bundle
ror2-dlc1-voidcamp_bin_assets_all.bundle,341.88,.bundle,2025-05-14 15:15:09.898031,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidcamp_bin_assets_all.bundle
ror2-dlc1-voidcamp_text_assets_all.bundle,129.71,.bundle,2025-05-14 15:15:09.070923,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidcamp_text_assets_all.bundle
ror2-dlc1-voidchest_bin_assets_all.bundle,70.85,.bundle,2025-05-14 15:15:08.731508,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidchest_bin_assets_all.bundle
ror2-dlc1-voidchest_text_assets_all.bundle,52.55,.bundle,2025-05-14 15:15:08.704509,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidchest_text_assets_all.bundle
ror2-dlc1-voidcoinbarrel_bin_assets_all.bundle,68.8,.bundle,2025-05-14 15:15:08.810878,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidcoinbarrel_bin_assets_all.bundle
ror2-dlc1-voidcoinbarrel_text_assets_all.bundle,44.91,.bundle,2025-05-14 15:15:08.444151,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidcoinbarrel_text_assets_all.bundle
ror2-dlc1-voidcoin_bin_assets_all.bundle,32.52,.bundle,2025-05-14 15:15:08.072991,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidcoin_bin_assets_all.bundle
ror2-dlc1-voidcoin_text_assets_all.bundle,6.16,.bundle,2025-05-14 15:15:07.511795,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidcoin_text_assets_all.bundle
ror2-dlc1-voidjailer_bin_assets_all.bundle,2394.85,.bundle,2025-05-14 15:15:21.366836,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidjailer_bin_assets_all.bundle
ror2-dlc1-voidjailer_text_assets_all.bundle,1610.93,.bundle,2025-05-14 15:15:20.701980,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidjailer_text_assets_all.bundle
ror2-dlc1-voidmegacrab_bin_assets_all.bundle,3184.67,.bundle,2025-05-14 15:15:20.911094,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidmegacrab_bin_assets_all.bundle
ror2-dlc1-voidmegacrab_text_assets_all.bundle,1141.23,.bundle,2025-05-14 15:15:21.272668,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidmegacrab_text_assets_all.bundle
ror2-dlc1-voidoutroportal_text_assets_all.bundle,40.31,.bundle,2025-05-14 15:15:08.482207,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidoutroportal_text_assets_all.bundle
ror2-dlc1-voidoutro_bin_assets_all.bundle,2415.71,.bundle,2025-05-14 15:15:20.587472,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidoutro_bin_assets_all.bundle
ror2-dlc1-voidoutro_scenedef_assets_all.bundle,2.82,.bundle,2025-05-14 15:15:07.110991,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidoutro_scenedef_assets_all.bundle
ror2-dlc1-voidoutro_scenes_all.bundle,3153.6,.bundle,2025-05-14 15:15:22.240137,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidoutro_scenes_all.bundle
ror2-dlc1-voidoutro_text_assets_all.bundle,2990.58,.bundle,2025-05-14 15:15:21.521345,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidoutro_text_assets_all.bundle
ror2-dlc1-voidraidcrab_bin_assets_all.bundle,4385.27,.bundle,2025-05-14 15:15:21.205160,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidraidcrab_bin_assets_all.bundle
ror2-dlc1-voidraidcrab_text_assets_all.bundle,2907.46,.bundle,2025-05-14 15:15:20.801487,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidraidcrab_text_assets_all.bundle
ror2-dlc1-voidraid_bin_assets_all.bundle,13302.75,.bundle,2025-05-14 15:15:21.526345,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidraid_bin_assets_all.bundle
ror2-dlc1-voidraid_nodegraph_assets_all.bundle,145.48,.bundle,2025-05-14 15:15:09.336871,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidraid_nodegraph_assets_all.bundle
ror2-dlc1-voidraid_scenedef_assets_all.bundle,12.94,.bundle,2025-05-14 15:15:07.771472,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidraid_scenedef_assets_all.bundle
ror2-dlc1-voidraid_scenes_all.bundle,8452.72,.bundle,2025-05-14 15:15:21.365836,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidraid_scenes_all.bundle
ror2-dlc1-voidraid_text_assets_all.bundle,309.45,.bundle,2025-05-14 15:15:09.807274,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidraid_text_assets_all.bundle
ror2-dlc1-voidstage_bin_assets_all.bundle,23452.36,.bundle,2025-05-14 15:15:21.251162,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidstage_bin_assets_all.bundle
ror2-dlc1-voidstage_nodegraph_assets_all.bundle,275.72,.bundle,2025-05-14 15:15:09.710040,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidstage_nodegraph_assets_all.bundle
ror2-dlc1-voidstage_scenedef_assets_all.bundle,10.66,.bundle,2025-05-14 15:15:07.687347,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidstage_scenedef_assets_all.bundle
ror2-dlc1-voidstage_scenes_all.bundle,9570.7,.bundle,2025-05-14 15:15:21.808869,C:\Bhavin\Risk of Rain 2\Risk.of.Rain.2.v1.3.8-OFME\Risk of Rain 2\Risk of Rain 2_Data\StreamingAssets\aa\StandaloneWindows64\ror2-dlc1-voidstage_scenes_all.bundle
